Seed,Dataset,Model,HyperOpt params
2,guillermo,lgbm,"{'learning_rate': '0.0126', 'lambda_l2': '7.0564', 'max_depth': '6.0000', 'bagging_fraction': '0.6483', 'feature_fraction': '0.6222'}"
4,jannis,random_forest,"{'verbosity': 0, 'objective': 'multi:softprob', 'num_class': 4, 'colsample_bynode': 0.13608276348795434, 'learning_rate': 1, 'num_parallel_tree': 1000, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
3,jannis,random_forest,"{'verbosity': 0, 'objective': 'multi:softprob', 'num_class': 4, 'colsample_bynode': 0.13608276348795434, 'learning_rate': 1, 'num_parallel_tree': 1000, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
1,jannis,random_forest,"{'verbosity': 0, 'objective': 'multi:softprob', 'num_class': 4, 'colsample_bynode': 0.13608276348795434, 'learning_rate': 1, 'num_parallel_tree': 1000, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
2,jannis,random_forest,"{'verbosity': 0, 'objective': 'multi:softprob', 'num_class': 4, 'colsample_bynode': 0.13608276348795434, 'learning_rate': 1, 'num_parallel_tree': 1000, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
3,volkert,lgbm,"{'learning_rate': '0.0095', 'lambda_l2': '0.0033', 'max_depth': '11.0000', 'bagging_fraction': '0.5906', 'feature_fraction': '0.7185'}"
1,volkert,lgbm,"{'learning_rate': '0.0203', 'lambda_l2': '5.6263', 'max_depth': '9.0000', 'bagging_fraction': '0.7585', 'feature_fraction': '0.8637'}"
4,volkert,lgbm,"{'learning_rate': '0.0060', 'lambda_l2': '0.4652', 'max_depth': '8.0000', 'bagging_fraction': '0.7202', 'feature_fraction': '0.7468'}"
5,jannis,random_forest,"{'verbosity': 0, 'objective': 'multi:softprob', 'num_class': 4, 'colsample_bynode': 0.13608276348795434, 'learning_rate': 1, 'num_parallel_tree': 1000, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
2,volkert,lgbm,"{'learning_rate': '0.0048', 'lambda_l2': '0.0004', 'max_depth': '10.0000', 'bagging_fraction': '0.5303', 'feature_fraction': '0.8373'}"
3,guillermo,lgbm,"{'learning_rate': '0.0058', 'lambda_l2': '17.8025', 'max_depth': '7.0000', 'bagging_fraction': '0.8291', 'feature_fraction': '0.2250'}"
4,guillermo,lgbm,"{'learning_rate': '0.0068', 'lambda_l2': '24.3276', 'max_depth': '11.0000', 'bagging_fraction': '0.8075', 'feature_fraction': '0.2817'}"
5,fabert,xgb,"{'lambda': '0.0000', 'gamma': '0.0000', 'subsample': '0.8319', 'colsample_bytree': '0.7626', 'max_depth': '11.0000', 'eta': '0.0011', 'scale_pos_weight': '1.5256'}"
1,airlines,xgb,"{'lambda': '0.0000', 'gamma': '0.1915', 'subsample': '0.7090', 'colsample_bytree': '0.3856', 'max_depth': '11.0000', 'eta': '0.0103', 'scale_pos_weight': '1.0101'}"
5,guillermo,lgbm,"{'learning_rate': '0.0072', 'lambda_l2': '2.9771', 'max_depth': '11.0000', 'bagging_fraction': '0.5132', 'feature_fraction': '0.7599'}"
2,jungle_chess_2pcs_raw_endgame_complete,xgb,"{'lambda': '0.0000', 'gamma': '0.7411', 'subsample': '0.8263', 'colsample_bytree': '0.9862', 'max_depth': '9.0000', 'eta': '0.0421', 'scale_pos_weight': '1.8419'}"
4,jungle_chess_2pcs_raw_endgame_complete,xgb,"{'lambda': '0.0002', 'gamma': '0.7066', 'subsample': '0.8499', 'colsample_bytree': '0.9898', 'max_depth': '11.0000', 'eta': '0.0113', 'scale_pos_weight': '2.9385'}"
3,jungle_chess_2pcs_raw_endgame_complete,xgb,"{'lambda': '0.0037', 'gamma': '0.0630', 'subsample': '0.7372', 'colsample_bytree': '0.9902', 'max_depth': '5.0000', 'eta': '0.0378', 'scale_pos_weight': '2.7964'}"
2,jannis,xgb,"{'lambda': '0.0000', 'gamma': '0.0003', 'subsample': '0.5748', 'colsample_bytree': '0.9770', 'max_depth': '7.0000', 'eta': '0.0011', 'scale_pos_weight': '6.7956'}"
5,jannis,xgb,"{'lambda': '0.0000', 'gamma': '0.0000', 'subsample': '0.7323', 'colsample_bytree': '0.9695', 'max_depth': '5.0000', 'eta': '0.0124', 'scale_pos_weight': '8.8936'}"
2,volkert,lgbm,"{'learning_rate': '0.0111', 'lambda_l2': '0.0026', 'max_depth': '10.0000', 'bagging_fraction': '0.6419', 'feature_fraction': '0.6705'}"
5,volkert,lgbm,"{'learning_rate': '0.0040', 'lambda_l2': '0.0534', 'max_depth': '9.0000', 'bagging_fraction': '0.7269', 'feature_fraction': '0.7638'}"
1,connect-4,xgb,"{'lambda': '0.0005', 'gamma': '0.0017', 'subsample': '0.7783', 'colsample_bytree': '0.7221', 'max_depth': '11.0000', 'eta': '0.0035', 'scale_pos_weight': '1.1917'}"
2,connect-4,xgb,"{'lambda': '0.0070', 'gamma': '0.0000', 'subsample': '0.8132', 'colsample_bytree': '0.9043', 'max_depth': '11.0000', 'eta': '0.0047', 'scale_pos_weight': '3.0379'}"
4,connect-4,xgb,"{'lambda': '0.0000', 'gamma': '0.0000', 'subsample': '0.7103', 'colsample_bytree': '0.7751', 'max_depth': '11.0000', 'eta': '0.0021', 'scale_pos_weight': '1.4788'}"
4,jannis,xgb,"{'lambda': '0.0150', 'gamma': '0.9933', 'subsample': '0.5914', 'colsample_bytree': '0.9991', 'max_depth': '11.0000', 'eta': '0.0011', 'scale_pos_weight': '8.9468'}"
1,volkert,lgbm,"{'learning_rate': '0.0077', 'lambda_l2': '1.3742', 'max_depth': '11.0000', 'bagging_fraction': '0.6276', 'feature_fraction': '0.8819'}"
3,connect-4,xgb,"{'lambda': '0.0000', 'gamma': '0.0447', 'subsample': '0.7771', 'colsample_bytree': '0.6038', 'max_depth': '11.0000', 'eta': '0.0028', 'scale_pos_weight': '1.8195'}"
5,higgs,xgb,"{'lambda': '0.0131', 'gamma': '0.0000', 'subsample': '0.7521', 'colsample_bytree': '0.9627', 'max_depth': '11.0000', 'eta': '0.0015', 'scale_pos_weight': '1.0533'}"
3,airlines,xgb,"{'lambda': '0.0000', 'gamma': '0.8789', 'subsample': '0.4666', 'colsample_bytree': '0.5974', 'max_depth': '11.0000', 'eta': '0.0295', 'scale_pos_weight': '1.1189'}"
2,airlines,xgb,"{'lambda': '0.0018', 'gamma': '0.0082', 'subsample': '0.6542', 'colsample_bytree': '0.3594', 'max_depth': '11.0000', 'eta': '0.0068', 'scale_pos_weight': '1.1178'}"
5,volkert,lgbm,"{'learning_rate': '0.0095', 'lambda_l2': '0.0154', 'max_depth': '11.0000', 'bagging_fraction': '0.5550', 'feature_fraction': '0.6865'}"
4,volkert,lgbm,"{'learning_rate': '0.0064', 'lambda_l2': '0.7103', 'max_depth': '10.0000', 'bagging_fraction': '0.6801', 'feature_fraction': '0.8737'}"
4,airlines,xgb,"{'lambda': '0.0007', 'gamma': '0.0061', 'subsample': '0.6507', 'colsample_bytree': '0.4308', 'max_depth': '11.0000', 'eta': '0.0062', 'scale_pos_weight': '1.0026'}"
5,airlines,xgb,"{'lambda': '0.0006', 'gamma': '0.0000', 'subsample': '0.8238', 'colsample_bytree': '0.5630', 'max_depth': '11.0000', 'eta': '0.0038', 'scale_pos_weight': '1.0295'}"
2,volkert,xgb,"{'lambda': '0.0000', 'gamma': '0.0000', 'subsample': '0.8473', 'colsample_bytree': '0.9810', 'max_depth': '9.0000', 'eta': '0.0061', 'scale_pos_weight': '4.3091'}"
1,volkert,xgb,"{'lambda': '0.0010', 'gamma': '0.0008', 'subsample': '0.8016', 'colsample_bytree': '0.9172', 'max_depth': '9.0000', 'eta': '0.0097', 'scale_pos_weight': '3.0137'}"
2,albert,xgb,"{'lambda': '0.0000', 'gamma': '0.0002', 'subsample': '0.7975', 'colsample_bytree': '0.6684', 'max_depth': '11.0000', 'eta': '0.0039', 'scale_pos_weight': '1.0000'}"
1,albert,xgb,"{'lambda': '0.0315', 'gamma': '0.0090', 'subsample': '0.8237', 'colsample_bytree': '0.7486', 'max_depth': '11.0000', 'eta': '0.0029', 'scale_pos_weight': '1.0000'}"
1,miniboone,xgb,"{'lambda': '0.0034', 'gamma': '0.0000', 'subsample': '0.6088', 'colsample_bytree': '0.9985', 'max_depth': '11.0000', 'eta': '0.0116', 'scale_pos_weight': '1.0089'}"
2,miniboone,xgb,"{'lambda': '0.6962', 'gamma': '0.0000', 'subsample': '0.4713', 'colsample_bytree': '0.6007', 'max_depth': '7.0000', 'eta': '0.0102', 'scale_pos_weight': '1.0111'}"
2,miniboone,xgb,"{'lambda': '0.0000', 'gamma': '0.0099', 'subsample': '0.6219', 'colsample_bytree': '0.9883', 'max_depth': '9.0000', 'eta': '0.0041', 'scale_pos_weight': '1.0333'}"
1,miniboone,xgb,"{'lambda': '0.8836', 'gamma': '0.0458', 'subsample': '0.5814', 'colsample_bytree': '0.9811', 'max_depth': '9.0000', 'eta': '0.0078', 'scale_pos_weight': '1.2838'}"
2,higgs,xgb,"{'lambda': '0.0005', 'gamma': '0.0002', 'subsample': '0.8477', 'colsample_bytree': '0.8211', 'max_depth': '11.0000', 'eta': '0.0029', 'scale_pos_weight': '1.0238'}"
2,higgs,xgb,"{'lambda': '0.0043', 'gamma': '0.0010', 'subsample': '0.7507', 'colsample_bytree': '0.7669', 'max_depth': '9.0000', 'eta': '0.0080', 'scale_pos_weight': '1.0464'}"
1,fabert,xgb,"{'lambda': '0.0017', 'gamma': '0.0002', 'subsample': '0.8036', 'colsample_bytree': '0.1711', 'max_depth': '7.0000', 'eta': '0.0039', 'scale_pos_weight': '1.2597'}"
1,higgs,xgb,"{'lambda': '0.0000', 'gamma': '0.0000', 'subsample': '0.7454', 'colsample_bytree': '0.8329', 'max_depth': '9.0000', 'eta': '0.0018', 'scale_pos_weight': '1.0468'}"
1,higgs,xgb,"{'lambda': '0.0000', 'gamma': '0.0011', 'subsample': '0.7589', 'colsample_bytree': '0.7228', 'max_depth': '11.0000', 'eta': '0.0011', 'scale_pos_weight': '1.0370'}"
2,fabert,xgb,"{'lambda': '0.0000', 'gamma': '0.0015', 'subsample': '0.8408', 'colsample_bytree': '0.3615', 'max_depth': '11.0000', 'eta': '0.0012', 'scale_pos_weight': '1.6106'}"
3,albert,xgb,"{'lambda': '0.0807', 'gamma': '0.0000', 'subsample': '0.7391', 'colsample_bytree': '0.8846', 'max_depth': '9.0000', 'eta': '0.0038', 'scale_pos_weight': '1.0000'}"
4,albert,xgb,"{'lambda': '0.0000', 'gamma': '0.0000', 'subsample': '0.8449', 'colsample_bytree': '0.7012', 'max_depth': '9.0000', 'eta': '0.0041', 'scale_pos_weight': '1.0000'}"
1,fabert,xgb,"{'lambda': '0.7323', 'gamma': '0.3142', 'subsample': '0.7270', 'colsample_bytree': '0.3898', 'max_depth': '9.0000', 'eta': '0.0012', 'scale_pos_weight': '2.2920'}"
5,albert,xgb,"{'lambda': '0.0108', 'gamma': '0.0000', 'subsample': '0.7193', 'colsample_bytree': '0.7498', 'max_depth': '11.0000', 'eta': '0.0012', 'scale_pos_weight': '1.0000'}"
1,airlines,xgb,"{'lambda': '0.0000', 'gamma': '0.9077', 'subsample': '0.5777', 'colsample_bytree': '0.6756', 'max_depth': '11.0000', 'eta': '0.0142', 'scale_pos_weight': '1.0088'}"
1,guillermo,xgb,"{'lambda': '0.6787', 'gamma': '0.6739', 'subsample': '0.8360', 'colsample_bytree': '0.4484', 'max_depth': '11.0000', 'eta': '0.0026', 'scale_pos_weight': '1.1710'}"
2,fabert,xgb,"{'lambda': '0.0000', 'gamma': '0.0000', 'subsample': '0.6288', 'colsample_bytree': '0.4831', 'max_depth': '9.0000', 'eta': '0.0020', 'scale_pos_weight': '2.0341'}"
2,guillermo,xgb,"{'lambda': '0.0001', 'gamma': '0.0000', 'subsample': '0.8497', 'colsample_bytree': '0.6163', 'max_depth': '11.0000', 'eta': '0.0093', 'scale_pos_weight': '1.0000'}"
3,guillermo,lgbm,"{'learning_rate': '0.0093', 'lambda_l2': '14.4027', 'max_depth': '9.0000', 'bagging_fraction': '0.8440', 'feature_fraction': '0.5349'}"
2,airlines,xgb,"{'lambda': '0.0054', 'gamma': '0.0002', 'subsample': '0.5466', 'colsample_bytree': '0.5128', 'max_depth': '11.0000', 'eta': '0.0050', 'scale_pos_weight': '1.1216'}"
3,fabert,xgb,"{'lambda': '0.0199', 'gamma': '0.0000', 'subsample': '0.8495', 'colsample_bytree': '0.4483', 'max_depth': '7.0000', 'eta': '0.0030', 'scale_pos_weight': '1.8020'}"
4,fabert,xgb,"{'lambda': '0.0000', 'gamma': '0.0000', 'subsample': '0.8429', 'colsample_bytree': '0.5511', 'max_depth': '9.0000', 'eta': '0.0415', 'scale_pos_weight': '1.2224'}"
3,airlines,xgb,"{'lambda': '0.0028', 'gamma': '0.0023', 'subsample': '0.7445', 'colsample_bytree': '0.7956', 'max_depth': '11.0000', 'eta': '0.0083', 'scale_pos_weight': '1.0845'}"
5,fabert,xgb,"{'lambda': '0.0000', 'gamma': '0.0012', 'subsample': '0.8099', 'colsample_bytree': '0.2689', 'max_depth': '9.0000', 'eta': '0.0027', 'scale_pos_weight': '1.4885'}"
4,airlines,xgb,"{'lambda': '0.0000', 'gamma': '0.0011', 'subsample': '0.6317', 'colsample_bytree': '0.6282', 'max_depth': '11.0000', 'eta': '0.0082', 'scale_pos_weight': '1.0055'}"
1,higgs,xgb,"{'lambda': '0.5374', 'gamma': '0.0021', 'subsample': '0.5308', 'colsample_bytree': '0.7474', 'max_depth': '11.0000', 'eta': '0.0012', 'scale_pos_weight': '1.0419'}"
2,higgs,xgb,"{'lambda': '0.0036', 'gamma': '0.6528', 'subsample': '0.5992', 'colsample_bytree': '0.9975', 'max_depth': '11.0000', 'eta': '0.0024', 'scale_pos_weight': '1.0462'}"
1,airlines,xgb,"{'lambda': '0.0290', 'gamma': '0.0004', 'subsample': '0.7170', 'colsample_bytree': '0.2766', 'max_depth': '11.0000', 'eta': '0.0142', 'scale_pos_weight': '1.0032'}"
3,higgs,xgb,"{'lambda': '0.6922', 'gamma': '0.0000', 'subsample': '0.6538', 'colsample_bytree': '0.8683', 'max_depth': '9.0000', 'eta': '0.0019', 'scale_pos_weight': '1.0567'}"
2,airlines,xgb,"{'lambda': '0.0000', 'gamma': '0.0010', 'subsample': '0.7076', 'colsample_bytree': '0.3650', 'max_depth': '9.0000', 'eta': '0.0071', 'scale_pos_weight': '1.0795'}"
5,airlines,xgb,"{'lambda': '0.0000', 'gamma': '0.0006', 'subsample': '0.6640', 'colsample_bytree': '0.6576', 'max_depth': '11.0000', 'eta': '0.0054', 'scale_pos_weight': '1.1033'}"
4,higgs,xgb,"{'lambda': '0.0000', 'gamma': '0.8586', 'subsample': '0.6842', 'colsample_bytree': '0.5309', 'max_depth': '9.0000', 'eta': '0.0023', 'scale_pos_weight': '1.0508'}"
5,higgs,xgb,"{'lambda': '0.0000', 'gamma': '0.0000', 'subsample': '0.5779', 'colsample_bytree': '0.8522', 'max_depth': '11.0000', 'eta': '0.0046', 'scale_pos_weight': '1.0491'}"
4,guillermo,lgbm,"{'learning_rate': '0.0063', 'lambda_l2': '4.0870', 'max_depth': '9.0000', 'bagging_fraction': '0.7886', 'feature_fraction': '0.2918'}"
3,airlines,xgb,"{'lambda': '0.0000', 'gamma': '0.7522', 'subsample': '0.5551', 'colsample_bytree': '0.3050', 'max_depth': '11.0000', 'eta': '0.0133', 'scale_pos_weight': '1.0009'}"
4,airlines,xgb,"{'lambda': '0.0054', 'gamma': '0.0000', 'subsample': '0.6091', 'colsample_bytree': '0.6664', 'max_depth': '11.0000', 'eta': '0.0270', 'scale_pos_weight': '1.0476'}"
5,airlines,xgb,"{'lambda': '0.0000', 'gamma': '0.0005', 'subsample': '0.4396', 'colsample_bytree': '0.5751', 'max_depth': '11.0000', 'eta': '0.0146', 'scale_pos_weight': '1.0900'}"
2,volkert,lgbm,"{'learning_rate': '0.0097', 'lambda_l2': '0.7809', 'max_depth': '8.0000', 'bagging_fraction': '0.7303', 'feature_fraction': '0.7246'}"
1,albert,xgb,"{'lambda': '0.0189', 'gamma': '0.0000', 'subsample': '0.6994', 'colsample_bytree': '0.9341', 'max_depth': '9.0000', 'eta': '0.0024', 'scale_pos_weight': '1.0000'}"
3,volkert,lgbm,"{'learning_rate': '0.0086', 'lambda_l2': '0.1843', 'max_depth': '10.0000', 'bagging_fraction': '0.8478', 'feature_fraction': '0.7866'}"
2,albert,xgb,"{'lambda': '0.9473', 'gamma': '0.0000', 'subsample': '0.7654', 'colsample_bytree': '0.6177', 'max_depth': '9.0000', 'eta': '0.0074', 'scale_pos_weight': '1.0000'}"
5,volkert,lgbm,"{'learning_rate': '0.0232', 'lambda_l2': '0.0033', 'max_depth': '11.0000', 'bagging_fraction': '0.5689', 'feature_fraction': '0.6343'}"
5,volkert,lgbm,"{'learning_rate': '0.0056', 'lambda_l2': '0.4664', 'max_depth': '11.0000', 'bagging_fraction': '0.6267', 'feature_fraction': '0.6349'}"
4,albert,xgb,"{'lambda': '0.0028', 'gamma': '0.0000', 'subsample': '0.6434', 'colsample_bytree': '0.6867', 'max_depth': '7.0000', 'eta': '0.0081', 'scale_pos_weight': '1.0000'}"
4,volkert,lgbm,"{'learning_rate': '0.0097', 'lambda_l2': '0.0237', 'max_depth': '11.0000', 'bagging_fraction': '0.6370', 'feature_fraction': '0.7074'}"
5,albert,xgb,"{'lambda': '0.4412', 'gamma': '0.1921', 'subsample': '0.5328', 'colsample_bytree': '0.6087', 'max_depth': '9.0000', 'eta': '0.0031', 'scale_pos_weight': '1.0000'}"
3,albert,xgb,"{'lambda': '0.0003', 'gamma': '0.0000', 'subsample': '0.7478', 'colsample_bytree': '0.8208', 'max_depth': '11.0000', 'eta': '0.0025', 'scale_pos_weight': '1.0000'}"
1,miniboone,xgb,"{'lambda': '0.9054', 'gamma': '0.0002', 'subsample': '0.7624', 'colsample_bytree': '0.7279', 'max_depth': '9.0000', 'eta': '0.0037', 'scale_pos_weight': '1.1862'}"
3,miniboone,xgb,"{'lambda': '0.0000', 'gamma': '0.0396', 'subsample': '0.6740', 'colsample_bytree': '0.9473', 'max_depth': '9.0000', 'eta': '0.0085', 'scale_pos_weight': '1.0818'}"
2,miniboone,xgb,"{'lambda': '0.0002', 'gamma': '0.0000', 'subsample': '0.4113', 'colsample_bytree': '0.6849', 'max_depth': '11.0000', 'eta': '0.0052', 'scale_pos_weight': '1.1848'}"
4,miniboone,xgb,"{'lambda': '0.6584', 'gamma': '0.0000', 'subsample': '0.5846', 'colsample_bytree': '0.9550', 'max_depth': '9.0000', 'eta': '0.0131', 'scale_pos_weight': '1.2845'}"
2,miniboone,xgb,"{'lambda': '0.0000', 'gamma': '0.0017', 'subsample': '0.5494', 'colsample_bytree': '0.8568', 'max_depth': '9.0000', 'eta': '0.0042', 'scale_pos_weight': '1.4443'}"
1,miniboone,xgb,"{'lambda': '0.0000', 'gamma': '0.0005', 'subsample': '0.4454', 'colsample_bytree': '0.8399', 'max_depth': '11.0000', 'eta': '0.0072', 'scale_pos_weight': '1.4385'}"
5,miniboone,xgb,"{'lambda': '0.0000', 'gamma': '0.0000', 'subsample': '0.4681', 'colsample_bytree': '0.6810', 'max_depth': '9.0000', 'eta': '0.0040', 'scale_pos_weight': '1.5571'}"
3,miniboone,xgb,"{'lambda': '0.0000', 'gamma': '0.0000', 'subsample': '0.4056', 'colsample_bytree': '0.8675', 'max_depth': '11.0000', 'eta': '0.0033', 'scale_pos_weight': '1.5251'}"
4,miniboone,xgb,"{'lambda': '0.0000', 'gamma': '0.0019', 'subsample': '0.4227', 'colsample_bytree': '0.8765', 'max_depth': '9.0000', 'eta': '0.0039', 'scale_pos_weight': '1.0238'}"
5,miniboone,xgb,"{'lambda': '0.9758', 'gamma': '0.0011', 'subsample': '0.7251', 'colsample_bytree': '0.9883', 'max_depth': '9.0000', 'eta': '0.0039', 'scale_pos_weight': '1.0596'}"
1,higgs,xgb,"{'lambda': '0.0009', 'gamma': '0.0000', 'subsample': '0.8450', 'colsample_bytree': '0.9620', 'max_depth': '9.0000', 'eta': '0.0020', 'scale_pos_weight': '1.0160'}"
2,higgs,xgb,"{'lambda': '0.0000', 'gamma': '0.0000', 'subsample': '0.7622', 'colsample_bytree': '0.9663', 'max_depth': '11.0000', 'eta': '0.0019', 'scale_pos_weight': '1.0616'}"
4,volkert,lgbm,"{'learning_rate': '0.0084', 'lambda_l2': '0.2196', 'max_depth': '11.0000', 'bagging_fraction': '0.5008', 'feature_fraction': '0.6083'}"
3,higgs,xgb,"{'lambda': '0.0001', 'gamma': '0.0000', 'subsample': '0.8425', 'colsample_bytree': '0.9964', 'max_depth': '9.0000', 'eta': '0.0039', 'scale_pos_weight': '1.0607'}"
4,higgs,xgb,"{'lambda': '0.0000', 'gamma': '0.0000', 'subsample': '0.7838', 'colsample_bytree': '0.7082', 'max_depth': '11.0000', 'eta': '0.0018', 'scale_pos_weight': '1.0167'}"
3,volkert,lgbm,"{'learning_rate': '0.0175', 'lambda_l2': '0.6188', 'max_depth': '10.0000', 'bagging_fraction': '0.8069', 'feature_fraction': '0.8938'}"
5,higgs,xgb,"{'lambda': '0.1916', 'gamma': '0.0000', 'subsample': '0.7545', 'colsample_bytree': '0.8090', 'max_depth': '11.0000', 'eta': '0.0022', 'scale_pos_weight': '1.0352'}"
3,fabert,xgb,"{'lambda': '0.0000', 'gamma': '0.0176', 'subsample': '0.6021', 'colsample_bytree': '0.4808', 'max_depth': '7.0000', 'eta': '0.0019', 'scale_pos_weight': '1.8569'}"
4,fabert,xgb,"{'lambda': '0.0748', 'gamma': '0.0648', 'subsample': '0.8363', 'colsample_bytree': '0.1977', 'max_depth': '9.0000', 'eta': '0.0024', 'scale_pos_weight': '2.1871'}"
1,airlines,xgb,"{'lambda': '0.0000', 'gamma': '0.0293', 'subsample': '0.7020', 'colsample_bytree': '0.4949', 'max_depth': '11.0000', 'eta': '0.0099', 'scale_pos_weight': '1.0962'}"
5,fabert,xgb,"{'lambda': '0.0000', 'gamma': '0.0000', 'subsample': '0.7682', 'colsample_bytree': '0.6375', 'max_depth': '9.0000', 'eta': '0.0017', 'scale_pos_weight': '1.5521'}"
3,albert,xgb,"{'lambda': '0.0153', 'gamma': '0.0013', 'subsample': '0.8235', 'colsample_bytree': '0.6104', 'max_depth': '11.0000', 'eta': '0.0017', 'scale_pos_weight': '1.0000'}"
4,miniboone,xgb,"{'lambda': '0.0000', 'gamma': '0.0000', 'subsample': '0.5245', 'colsample_bytree': '0.7328', 'max_depth': '11.0000', 'eta': '0.0098', 'scale_pos_weight': '1.3835'}"
5,miniboone,xgb,"{'lambda': '0.9734', 'gamma': '0.0000', 'subsample': '0.7443', 'colsample_bytree': '0.6085', 'max_depth': '11.0000', 'eta': '0.0039', 'scale_pos_weight': '1.4248'}"
5,volkert,lgbm,"{'learning_rate': '0.0094', 'lambda_l2': '0.0173', 'max_depth': '11.0000', 'bagging_fraction': '0.6691', 'feature_fraction': '0.9141'}"
3,miniboone,xgb,"{'lambda': '0.9702', 'gamma': '0.0822', 'subsample': '0.4826', 'colsample_bytree': '0.7631', 'max_depth': '11.0000', 'eta': '0.0095', 'scale_pos_weight': '1.0273'}"
5,fabert,xgb,"{'lambda': '0.0009', 'gamma': '0.0002', 'subsample': '0.7509', 'colsample_bytree': '0.6276', 'max_depth': '5.0000', 'eta': '0.0177', 'scale_pos_weight': '1.7225'}"
4,fabert,xgb,"{'lambda': '0.0000', 'gamma': '0.0000', 'subsample': '0.6744', 'colsample_bytree': '0.6377', 'max_depth': '11.0000', 'eta': '0.0011', 'scale_pos_weight': '2.1247'}"
1,volkert,xgb,"{'lambda': '0.0003', 'gamma': '0.0003', 'subsample': '0.7369', 'colsample_bytree': '0.9038', 'max_depth': '9.0000', 'eta': '0.0058', 'scale_pos_weight': '1.9440'}"
2,kc,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.21821789023599236, 'learning_rate': 1, 'num_parallel_tree': 250, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
3,kc,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.21821789023599236, 'learning_rate': 1, 'num_parallel_tree': 250, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
1,kc,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.21821789023599236, 'learning_rate': 1, 'num_parallel_tree': 250, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
4,kc,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.21821789023599236, 'learning_rate': 1, 'num_parallel_tree': 250, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
5,kc,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.21821789023599236, 'learning_rate': 1, 'num_parallel_tree': 250, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
1,kc,lgbm,"{'learning_rate': '0.0031', 'lambda_l2': '21.8055', 'max_depth': '8.0000', 'bagging_fraction': '0.7242', 'feature_fraction': '0.5341'}"
2,kc,lgbm,"{'learning_rate': '0.0007', 'lambda_l2': '0.3074', 'max_depth': '5.0000', 'bagging_fraction': '0.8178', 'feature_fraction': '0.9810'}"
3,kc,lgbm,"{'learning_rate': '0.0002', 'lambda_l2': '31.3081', 'max_depth': '3.0000', 'bagging_fraction': '0.7604', 'feature_fraction': '0.8216'}"
4,kc,lgbm,"{'learning_rate': '0.0293', 'lambda_l2': '38.5261', 'max_depth': '5.0000', 'bagging_fraction': '0.7174', 'feature_fraction': '0.4319'}"
5,kc,lgbm,"{'learning_rate': '0.0007', 'lambda_l2': '0.0003', 'max_depth': '3.0000', 'bagging_fraction': '0.7863', 'feature_fraction': '0.4945'}"
1,connect-4,xgb,"{'lambda': '0.0000', 'gamma': '0.0001', 'subsample': '0.8481', 'colsample_bytree': '0.5644', 'max_depth': '11.0000', 'eta': '0.0306', 'scale_pos_weight': '2.2334'}"
2,connect-4,xgb,"{'lambda': '0.0022', 'gamma': '0.0044', 'subsample': '0.7548', 'colsample_bytree': '0.8699', 'max_depth': '9.0000', 'eta': '0.0086', 'scale_pos_weight': '1.1387'}"
3,connect-4,xgb,"{'lambda': '0.0087', 'gamma': '0.0005', 'subsample': '0.7469', 'colsample_bytree': '0.8080', 'max_depth': '9.0000', 'eta': '0.0120', 'scale_pos_weight': '2.6287'}"
2,connect-4,xgb,"{'lambda': '0.0000', 'gamma': '0.0000', 'subsample': '0.7330', 'colsample_bytree': '0.8621', 'max_depth': '11.0000', 'eta': '0.0107', 'scale_pos_weight': '2.9386'}"
1,connect-4,xgb,"{'lambda': '0.0000', 'gamma': '0.0000', 'subsample': '0.8477', 'colsample_bytree': '0.5593', 'max_depth': '11.0000', 'eta': '0.0039', 'scale_pos_weight': '3.3912'}"
1,connect-4,xgb,"{'lambda': '0.0140', 'gamma': '0.2201', 'subsample': '0.7005', 'colsample_bytree': '0.6745', 'max_depth': '11.0000', 'eta': '0.0025', 'scale_pos_weight': '1.0517'}"
2,connect-4,xgb,"{'lambda': '0.0073', 'gamma': '0.0000', 'subsample': '0.6665', 'colsample_bytree': '0.5869', 'max_depth': '11.0000', 'eta': '0.0154', 'scale_pos_weight': '3.1539'}"
3,connect-4,xgb,"{'lambda': '0.0181', 'gamma': '0.0027', 'subsample': '0.7308', 'colsample_bytree': '0.4700', 'max_depth': '11.0000', 'eta': '0.0073', 'scale_pos_weight': '3.1946'}"
